Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-3519-ND","BZ054B223ZSB","AVX Corporation","AVX Corporation","CAP 22MF -20% +80% 4.5V SMD","273","14.36","0","1","Tray","BestCap® BZ","Active","22 mF","-20%, +80%","4.5 V","170mOhm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.083"" (2.10mm)","-20°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phv-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHV-5R4H255-R.JPG","283-4188-ND","PHV-5R4H255-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 2.5F -10% +30% 5.4V T/H","405","14.37","0","1","Bulk","PHV","Active","2.5 F","-10%, +30%","5.4 V","80mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.209"" (5.30mm)","0.906"" L x 0.839"" W (23.00mm x 21.30mm)","0.433"" (11.00mm)","-40°C ~ 65°C"
"https://katalog.we-online.de/pbs/datasheet/850617022002.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/850617022002.jpg","732-13319-ND","850617022002","Würth Elektronik","Würth Elektronik","CAP 50F -10% +30% 2.7V T/H","0","14.37","0","1","Bulk","WCAP-STSC","Active","50 F","-10%, +30%","2.7 V","20mOhm","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.634"" (41.50mm)","-40°C ~ 65°C"
"-","-","478-BWC465823ZNB-ND","BWC465823ZNB","AVX Corporation","AVX Corporation","SUPERCAPS","0","14.39698","0","400","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"-","-","478-BWC635154ZWB-ND","BWC635154ZWB","AVX Corporation","AVX Corporation","SUPERCAPS","0","14.51108","0","400","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-supercapacitor-hybrid-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_HS1225.jpg","283-HSL1225-3R8127-R-ND","HSL1225-3R8127-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP HYBRID 120F 20% 3.8V TH","93","14.52","0","1","Bulk","HSL","Active","120 F","±20%","3.8 V","200mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.508"" Dia (12.90mm)","1.063"" (27.00mm)","-25°C ~ 60°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCR%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_2-lead_snapin.jpg","227DCR2R3SNI-ND","227DCR2R3SNI","Illinois Capacitor","Illinois Capacitor","CAP 220F -20% +50% 2.3V T/H","0","14.54436","0","1000","Bulk","DCR","Active","220 F","-20%, +50%","2.3 V","25mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.866"" Dia (22.00mm)","1.929"" (49.00mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FT0H225ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FT0H474ZF.jpg","399-17214-ND","FT0H225ZF","KEMET","KEMET","CAP 2.2F -20% +80% 5.5V T/H","3,976","14.55","0","1","Bulk","FT","Active","2.2 F","-20%, +80%","5.5 V","1.8Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","0.551"" (14.00mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLC-3R8/220MR16X25","//media.digikey.com/photos/TecateGroup/MFG_TPLC-3R8-220MR16X25.jpg","2085-TPLC-3R8/220MR16X25-ND","TPLC-3R8/220MR16X25","Tecate Group","Tecate Group","CAP HYBRID 220F 3.8V T/H","34","14.58","0","1","Tray","TPLC","Active","220 F","±20%","3.8 V","65mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)","-15°C ~ 70°C"
"-","-","478-BWA224472PNB-ND","BWA224472PNB","AVX Corporation","AVX Corporation","SUPERCAPS","0","14.58715","0","390","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-3646-ND","BZ055A333ZSB","AVX Corporation","AVX Corporation","CAP 33MF -20% +80% 5.5V SMD","3,400","14.68","0","1","Tray","BestCap® BZ","Active","33 mF","-20%, +80%","5.5 V","250mOhm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.138"" (3.50mm)","-20°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBLC-3R8/120MA2","//media.digikey.com/Photos/TecateGroup/MFG_PBLC-3R8_120MA2.jpg","2085-PBLC-3R8/120MA2-ND","PBLC-3R8/120MA2","Tecate Group","Tecate Group","LIC 120F 3.8V W/CONNECTOR","25","14.7","0","0","Bulk","PBLC™","Active","120 F","±20%","3.8 V","-","1000 Hrs @ 70°C","Wire Leads","User Defined","Radial, Can","-","0.492"" Dia (12.50mm)","0.984"" (25.00mm)","-15°C ~ 70°C"
"-","-","478-BWC615154ZSBA1-ND","BWC615154ZSBA1","AVX Corporation","AVX Corporation","SUPERCAPS","0","14.70128","0","400","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219690103E3-ND","MAL219690103E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 90F -20% +80% 2.8V T/H","0","14.7576","0","25","Tray","ENYCAP™ 196HVC","Active","90 F","-20%, +80%","2.8 V","30mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Coin, Stacked Vertical","0.276"" (7.00mm)","1.378"" L x 0.984"" W (35.00mm x 25.00mm)","0.295"" (7.50mm)","-20°C ~ 85°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219690113E3-ND","MAL219690113E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 90F -20% +80% 2.8V T/H","0","14.7576","0","25","Bulk","ENYCAP™ 196HVC","Active","90 F","-20%, +80%","2.8 V","30mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Coin, Stacked Horizontal","0.984"" (25.00mm)","1.378"" L x 0.984"" W (35.00mm x 25.00mm)","0.295"" (7.50mm)","-20°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-supercapacitor-hybrid-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_HS1225.jpg","283-HS1625-3R8227-R-ND","HS1625-3R8227-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP HYBRID 220F 20% 3.8V TH","0","14.77","0","1","Bulk","HS","Active","220 F","±20%","3.8 V","100mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.650"" Dia (16.50mm)","1.063"" (27.00mm)","-15°C ~ 70°C"
"http://nichicon-us.com/english/products/pdfs/e-jjc.pdf","//media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC35-SERIES.jpg","493-3313-ND","JJC0E686MELC","Nichicon","Nichicon","CAP 68F 20% 2.5V T/H","0","14.7849","0","200","Bulk","EVerCAP® JC","Active","68 F","±20%","2.5 V","60mOhm @ 1kHz","2000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","1.260"" (32.00mm)","-25°C ~ 60°C"
"https://www.vishay.com/docs/28362/196dlc.pdf","-","56-MAL219622684E3-ND","MAL219622684E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 680MF -20% +80% 5.5V T/H","0","14.81","0","1","Tape & Reel (TR)","196 DLC","Active","680 mF","-20%, +80%","5.5 V","50Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.827"" Dia (21.00mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-tv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton%20Bussmann/MFG_TV_Supercap_Hero.jpg","283-4674-ND","TV1860-3R0107-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 100F -10% +30% 3V T/H","625","14.82","0","1","Bulk","TV","Active","100 F","-10%, +30%","3 V","11mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.728"" Dia (18.50mm)","2.382"" (60.50mm)","-40°C ~ 85°C"
"http://nichicon-us.com/english/products/pdfs/e-jjc.pdf","//media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC25-SERIES.jpg","493-3314-ND","JJC0E826MELA","Nichicon","Nichicon","CAP 82F 20% 2.5V T/H","0","14.8884","0","250","Bulk","EVerCAP® JC","Active","82 F","±20%","2.5 V","60mOhm @ 1kHz","2000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","2.047"" (52.00mm)","-25°C ~ 60°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-xv%20supercapacitor-cylindrical-snap-in-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/XV3550-2R7307-R.JPG","283-4210-ND","XV3550-2R7307-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 300F -5% +10% 2.7V T/H","0","14.89","0","1","Bulk","XV","Active","300 F","-5%, +10%","2.7 V","4.5mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.886"" (22.50mm)","1.378"" Dia (35.00mm)","2.047"" (52.00mm)","-40°C ~ 65°C"
"-","-","478-BZ155A154ZSB-ND","BZ155A154ZSB","AVX Corporation","AVX Corporation","BESTCAP","0","14.89145","0","400","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"-","-","478-BZ155A104ZSBCX-ND","BZ155A104ZSBCX","AVX Corporation","AVX Corporation","BESTCAP","0","14.89145","0","400","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://api.kemet.com/component-edge/download/datasheet/FGR0H225ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FGx0H105ZF.jpg","399-10815-ND","FGR0H225ZF","KEMET","KEMET","CAP 2.2F -20% +80% 5.5V T/H","0","14.9","0","1","Bulk","FGR","Active","2.2 F","-20%, +80%","5.5 V","35Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.748"" (19.00mm)","-40°C ~ 85°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-BZ155B683ZSBA2-ND","BZ155B683ZSBA2","AVX Corporation","AVX Corporation","BESTCAP","0","14.92948","0","400","Bulk","BestCap® BZ","Active","68 mF","-20%, +80%","5.5 V","-","1000 Hrs @ 70°C","-","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","-","-20°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBL-15.0/5.4","//media.digikey.com/Photos/TecateGroup/MFG_SCAP.PBL-4.0_5.4.jpg","2085-SCAP,PBL-15.0/5.4-ND","SCAP,PBL-15.0/5.4","Tecate Group","Tecate Group","CAP 15F 5.4V THROUGH HOLE UCAP","178","15","0","1","Bulk","PBL","Active","15 F","-","5.4 V","50mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.949"" (24.10mm)","1.339"" L x 0.689"" W (34.00mm x 17.50mm)","1.358"" (34.50mm)","-40°C ~ 85°C"
"-","-","478-BZ013A703ZHB-ND","BZ013A703ZHB","AVX Corporation","AVX Corporation","BESTCAP","0","15.02459","0","390","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"http://datasheets.avx.com/BestCap.pdf","-","478-BZ114D304ZSB-ND","BZ114D304ZSB","AVX Corporation","AVX Corporation","BESTCAP","0","15.02459","0","390","Bulk","BestCap® BZ","Active","300 mF","-20%, +80%","4.5 V","-","1000 Hrs @ 70°C","-","Surface Mount","BZ01, 3 Lead","-","1.102"" L x 0.669"" W (28.00mm x 17.00mm)","-","-20°C ~ 70°C"
"-","-","478-BZ154B104ZSB-ND","BZ154B104ZSB","AVX Corporation","AVX Corporation","BESTCAP","0","15.0436","0","400","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/VPF_Series_DS.pdf","//media.digikey.com/Photos/Cornell Dubilier Photos/MFG_LIC_Rad.jpg","338-VPF127M3R8-ND","VPF127M3R8","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","CAP EDLC LITH 3.8V 120F 12.5X25","400","15.08","0","1","Bulk","VPF","Active","120 F","±20%","3.8 V","80mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-25°C ~ 60°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/VMF_Series_DS.pdf","//media.digikey.com/Photos/Cornell Dubilier Photos/MFG_LIC_Rad.jpg","338-VMF127M3R8-ND","VMF127M3R8","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","CAP EDLC LITH 3.8V 120F 12.5X25","394","15.08","0","1","Bulk","VMF","Active","120 F","±20%","3.8 V","80mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-15°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-3R0/350SS35X61","//media.digikey.com/Photos/TecateGroup/MFG_TPLH-3V.jpg","2085-TPLH-3R0/350SS35X61-ND","TPLH-3R0/350SS35X61","Tecate Group","Tecate Group","CAP 350F 3V THROUGH HOLE","188","15.09","0","1","Bulk","TPLH-3V","Active","350 F","-","3 V","4mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can - Snap-In - 4 Lead","0.902"" (22.90mm)","1.378"" Dia (35.00mm)","2.480"" (63.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBLC-3R8/150MA2","//media.digikey.com/Photos/TecateGroup/MFG_PBLC-3R8_150MA2.jpg","2085-PBLC-3R8/150MA2-ND","PBLC-3R8/150MA2","Tecate Group","Tecate Group","LIC 150F 3.8V W/CONNECTOR","25","15.21","0","0","Bulk","PBLC™","Active","150 F","±20%","3.8 V","-","1000 Hrs @ 70°C","Wire Leads","User Defined","Radial, Can","-","0.492"" Dia (12.50mm)","0.984"" (25.00mm)","-15°C ~ 70°C"
"-","-","478-BZ055A683NSBCQ-ND","BZ055A683NSBCQ","AVX Corporation","AVX Corporation","BESTCAP","0","15.23378","0","400","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"-","-","478-BZ015A503ZAB-ND","BZ015A503ZAB","AVX Corporation","AVX Corporation","BESTCAP","0","15.25279","0","390","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"http://www.rubycon.co.jp/en/catalog/e_pdfs/edlc/e_DMA_DMB.pdf","//media.digikey.com/Photos/Rubycon/2.5DMB10M10X35.jpg","1189-1158-ND","2.5DMB10M10X35","Rubycon","Rubycon","CAP 10F 20% 2.5V THROUGH HOLE","109","15.26","0","1","Bulk","DMB","Active","10 F","±20%","2.5 V","200mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.457"" (37.00mm)","-25°C ~ 70°C"
"-","-","478-BZ155A104ZSB-ND","BZ155A104ZSB","AVX Corporation","AVX Corporation","BESTCAP","0","15.27183","0","400","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"-","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-BZ155A154KSBXX-ND","BZ155A154KSBXX","AVX Corporation","AVX Corporation","BESTCAP","0","15.30985","0","400","Bulk","BestCap® BZ","Active","150 mF","±10%","5.5 V","-","1000 Hrs @ 70°C","-","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","-","-20°C ~ 70°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219691226E3-ND","MAL219691226E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 8.4V T/H","0","15.3205","0","40","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","8.4 V","3.6Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Coin, Stacked Horizontal","0.618"" (15.70mm)","0.472"" Dia x 0.591"" L (12.00mm x 15.00mm)","0.472"" (12.00mm)","-20°C ~ 85°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219691254E3-ND","MAL219691254E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 5.6V SMD","0","15.36","0","1","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","5.6 V","2.4Ohm @ 1kHz","1000 Hrs @ 85°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals Same Side","-","0.945"" L x 0.945"" W (24.00mm x 24.00mm)","0.150"" (3.80mm)","-20°C ~ 85°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ054B473ZNBIN.JPG","478-BZ155B823ZNBDL-ND","BZ155B823ZNBDL","AVX Corporation","AVX Corporation","BESTCAP","0","15.3669","0","400","Bulk","BestCap® BZ","Active","82 mF","-20%, +80%","5.5 V","-","1000 Hrs @ 70°C","-","Through Hole","BZ05, 2 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","-","-20°C ~ 70°C"
"-","-","478-BZ015A503ZHB-ND","BZ015A503ZHB","AVX Corporation","AVX Corporation","BESTCAP","0","15.462","0","390","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://www.tecategroup.com/products/data_sheet.php?i=PBLL-15.0/5.4","//media.digikey.com/Photos/TecateGroup/MFG_SCAP.PBLL-0.25_5.4.jpg","2085-SCAP,PBLL-15.0/5.4-ND","SCAP,PBLL-15.0/5.4","Tecate Group","Tecate Group","CAP 15F -10% +20% 5.4V UCAP PACK","24","15.54","0","1","Bulk","PBLL","Active","15 F","-10%, +20%","5.4 V","115mOhm @ 1kHz","1000 Hrs @ 85°C","Wire Leads with Connector","User Defined","Radial, Can","-","1.358"" L x 1.339"" W (34.50mm x 34.00mm)","0.689"" (17.50mm)","-40°C ~ 85°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-3645-ND","BZ055B153ZSB","AVX Corporation","AVX Corporation","CAP 15MF -20% +80% 5.5V SMD","1,552","15.58","0","1","Tray","BestCap® BZ","Active","15 mF","-20%, +80%","5.5 V","250mOhm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","0.106"" (2.70mm)","-20°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-10025-ND","SCCX50B207SSB","AVX Corporation","AVX Corporation","CAPACITOR 200F -10% +30% 2.7V TH","170","15.62","0","1","Bulk","SCC","Active","200 F","-10%, +30%","2.7 V","6mOhm @ 1kHz","1000 Hrs @ 60°C","Solder Lug","Through Hole","Radial, Can - Solder Lug","0.394"" (10.00mm)","1.181"" Dia (30.00mm)","2.047"" (52.00mm)","-40°C ~ 65°C"
"-","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-BZ055B333ZSBCP-ND","BZ055B333ZSBCP","AVX Corporation","AVX Corporation","BESTCAP","0","15.63318","0","400","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219691225E3-ND","MAL219691225E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 7V T/H","0","15.64","0","1","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","7 V","3Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Coin, Stacked Horizontal","0.528"" (13.40mm)","0.472"" Dia x 0.492"" L (12.00mm x 12.50mm)","0.472"" (12.00mm)","-20°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-3R0/400SS35X66","//media.digikey.com/Photos/TecateGroup/MFG_TPLH-3V.jpg","2085-TPLH-3R0/400SS35X66-ND","TPLH-3R0/400SS35X66","Tecate Group","Tecate Group","CAP 400F 3V THROUGH HOLE","435","15.79","0","1","Bulk","TPLH-3V","Active","400 F","-","3 V","3.6mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can - Snap-In - 4 Lead","0.902"" (22.90mm)","1.378"" Dia (35.00mm)","2.677"" (68.00mm)","-40°C ~ 65°C"
"http://datasheets.avx.com/BestCap.pdf","//media.digikey.com/photos/AVX%20Photos/BZ055A333ZSB.jpg","478-BZ155B473ZSBA2-ND","BZ155B473ZSBA2","AVX Corporation","AVX Corporation","BESTCAP","0","15.84238","0","400","Bulk","BestCap® BZ","Active","47 mF","-20%, +80%","5.5 V","-","1000 Hrs @ 70°C","-","Surface Mount","BZ05, 3 Lead","-","0.787"" L x 0.591"" W (20.00mm x 15.00mm)","-","-20°C ~ 70°C"
"-","-","478-BWA284472PCC-ND","BWA284472PCC","AVX Corporation","AVX Corporation","SUPERCAPS","0","15.91844","0","390","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"http://nichicon-us.com/english/products/pdfs/e-juk.pdf","//media.digikey.com/Photos/Nichicon%20Photos/MFG_EVerCAP-JUK-Series.jpg","493-16451-ND","JUK0E276MHD","Nichicon","Nichicon","CAP 27F 20% 2.5V T/H","34","15.92","0","1","Bulk","EVerCAP® JUK","Active","27 F","±20%","2.5 V","35mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 70°C"
"-","-","478-BWA50C602ZNF-ND","BWA50C602ZNF","AVX Corporation","AVX Corporation","SUPERCAPS","0","15.97551","0","390","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/DSFyyyQ_Series_DS.pdf","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_DSF_2Pin.jpg","1572-DSF207Q3R0-ND","DSF207Q3R0","Illinois Capacitor","Illinois Capacitor","200F 3.0V 30*50","113","16","0","1","Bulk","DSF","Active","200 F","-10%, +30%","3 V","6mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.181"" Dia (30.00mm)","1.969"" (50.00mm)","-40°C ~ 65°C"
"http://datasheets.avx.com/AVX-SCC-LE.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11294-ND","SCCX50B227SSBLE","AVX Corporation","AVX Corporation","CAPACITOR 220F -10% +30% 2.7V TH","24","16.06","0","1","Bulk","SCC LE","Active","220 F","-10%, +30%","2.7 V","5mOhm @ 1kHz","1000 Hrs @ 60°C","Solder Lug","Through Hole","Radial, Can - Solder Lug","0.413"" (10.50mm)","1.181"" Dia (30.00mm)","2.047"" (52.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hb-supercapacitor-data-sheet.pdf","-","HB1245-2R5356-R-ND","HB1245-2R5356-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 35F -10% +30% 2.5V T/H","0","16.069","0","100","Bulk","HB","Active","35 F","-10%, +30%","2.5 V","-","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","-","-","-","-25°C ~ 70°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219691264E3-ND","MAL219691264E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 5.6V SNAP","0","16.08","0","1","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","5.6 V","2.4Ohm @ 1kHz","1000 Hrs @ 85°C","SMD (SMT) Tabs","User Defined","Coin","-","1.890"" L x 0.571"" W (48.00mm x 14.50mm)","0.138"" (3.50mm)","-20°C ~ 85°C"
"http://www.maxwell.com/images/documents/2_7_360F_ds_3001963_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BCAP0360-P270-S18.jpg","1182-1053-ND","BCAP0360 P270 S18","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 360F 0% +20% 2.7V T/H","64","16.14","0","1","Tray","BC","Active","360 F","0%, +20%","2.7 V","3.2mOhm","-","PC Pins","Through Hole","Radial, Can - Snap-In","0.886"" (22.50mm)","1.378"" Dia (35.00mm)","2.520"" (64.00mm)","-40°C ~ 65°C"
